Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer Type_Loyal Customer,Customer Type_disloyal Customer,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction
0.15384615384615385,0.2849604221635884,0.6000000000000001,0.8,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,1.0,0.4,1.0,0.5,1.0,0.6000000000000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.28205128205128205,0.28922265070022324,1.0,1.0,1.0,1.0,0.8,0.8,0.75,0.8,0.75,0.8,0.75,0.5,1.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.4487179487179487,0.4639740207022529,0.2,0.8,0.4,0.25,1.0,0.4,0.0,1.0,0.5,0.4,1.0,1.0,0.25,1.0,0.0007662835249042146,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.21794871794871795,0.7635477978485894,0.6000000000000001,0.6000000000000001,0.8,0.5,0.8,0.8,0.75,0.8,0.0,0.4,0.5,0.0,0.25,0.8,0.0007662835249042146,0.00078125,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.2692307692307692,0.02760300385630201,0.4,0.4,0.4,0.25,0.8,0.8,1.0,0.8,0.75,1.0,0.75,0.75,1.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.5128205128205128,0.5719504769636696,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.4,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.4487179487179487,0.3056626750558149,0.4,0.8,0.8,0.75,0.4,0.6000000000000001,0.75,0.4,0.25,0.4,0.25,0.5,0.25,0.4,0.014559386973180077,0.004687500000000001,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.3974358974358974,0.056626750558148975,0.4,0.2,0.2,0.0,0.8,0.6000000000000001,0.5,0.4,0.25,0.4,0.25,0.75,0.25,0.8,0.040613026819923376,0.03828125,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2564102564102564,0.20702252892226508,0.2,0.2,0.2,0.25,0.4,0.2,0.25,0.4,0.5,0.6000000000000001,0.5,0.5,0.5,0.4,0.033716475095785445,0.034375,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.6794871794871794,0.3184493606657195,0.6000000000000001,0.2,0.2,0.0,0.2,0.6000000000000001,0.75,0.6000000000000001,0.5,0.4,0.5,0.5,0.5,0.4,0.006896551724137931,0.0078125,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.21794871794871795,0.10919423584331236,0.0,0.0,0.0,0.75,0.6000000000000001,0.0,0.5,0.6000000000000001,0.5,0.4,0.75,1.0,1.0,0.6000000000000001,0.040613026819923376,0.040625,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0.4487179487179487,0.7048914146539477,0.2,0.8,0.8,0.75,0.4,0.6000000000000001,0.75,0.2,0.0,0.2,0.0,0.5,0.0,0.6000000000000001,0.014559386973180077,0.00625,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.30769230769230765,0.17353359042013397,0.2,0.2,0.2,0.5,0.4,0.2,0.25,0.4,0.75,1.0,0.75,0.25,0.5,0.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.6282051282051282,0.031053379338339765,1.0,1.0,1.0,1.0,0.4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.5897435897435898,0.07042825248629998,0.4,0.8,0.4,0.0,0.8,1.0,1.0,1.0,1.0,0.4,1.0,0.5,1.0,1.0,0.05134099616858238,0.060937500000000006,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.641025641025641,0.010148163182463974,1.0,0.8,1.0,0.0,0.8,1.0,0.75,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.5897435897435898,0.0554089709762533,0.4,0.6000000000000001,0.2,0.0,0.4,0.8,0.0,0.4,0.25,0.2,0.75,0.0,0.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.9358974358974358,0.5985386645017252,0.6000000000000001,1.0,1.0,1.0,0.2,0.8,0.75,0.6000000000000001,0.5,0.6000000000000001,0.5,0.75,0.5,0.4,0.004597701149425287,0.00703125,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.4871794871794871,0.044043028211893646,0.8,0.8,0.8,0.75,0.8,1.0,0.75,1.0,1.0,1.0,1.0,0.75,1.0,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.3846153846153846,0.09579866044245991,1.0,0.8,1.0,1.0,0.4,0.8,0.75,0.8,0.75,0.8,0.75,0.75,0.75,0.8,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.5256410256410257,0.5707326973817739,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0022988505747126436,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.37179487179487175,0.6393342804952303,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.2,0.8,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.0007662835249042146,0.00390625,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.5256410256410257,0.3395575400852446,0.8,1.0,1.0,1.0,0.6000000000000001,0.4,0.5,0.8,0.75,0.8,0.75,0.25,0.75,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.5897435897435898,0.05703267708544754,0.0,0.0,0.0,0.25,0.4,0.8,0.75,0.2,0.0,0.2,0.0,1.0,0.0,0.6000000000000001,0.0015325670498084292,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.1282051282051282,0.4796021920032474,1.0,0.4,1.0,0.5,1.0,0.2,0.0,0.8,1.0,0.6000000000000001,0.75,0.0,0.5,0.2,0.0,0.0023437500000000003,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.41025641025641024,0.02760300385630201,0.2,0.2,0.2,0.75,0.8,0.2,0.75,0.8,0.75,0.6000000000000001,0.5,0.75,0.5,0.8,0.006896551724137931,0.00078125,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.5897435897435898,0.644205398822813,0.2,1.0,1.0,1.0,0.2,0.8,0.75,0.2,0.0,0.2,0.0,0.5,0.0,0.8,0.0022988505747126436,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.21794871794871795,0.10919423584331236,0.4,0.8,0.8,0.75,0.4,0.4,0.25,0.4,0.5,1.0,0.5,0.75,0.5,0.4,0.02835249042145594,0.041406250000000006,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.012820512820512817,0.31073675664704686,0.6000000000000001,0.8,0.6000000000000001,0.25,0.4,0.6000000000000001,0.25,0.4,0.75,0.4,0.75,0.75,0.75,0.4,0.0007662835249042146,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.4487179487179487,0.09214532169677289,0.4,1.0,0.8,0.25,1.0,0.8,1.0,0.8,0.75,0.8,0.75,0.75,0.75,0.8,0.05747126436781609,0.053125000000000006,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.5384615384615384,0.05642378729449969,0.4,1.0,0.8,0.5,0.4,0.8,0.25,0.4,0.75,0.6000000000000001,0.75,1.0,0.75,0.4,0.022222222222222223,0.02421875,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.6153846153846153,0.20397807996752587,0.6000000000000001,0.2,0.2,0.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.0,0.2,0.75,0.25,0.5,0.6000000000000001,0.0,0.0015625,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.28205128205128205,0.07266084838644206,1.0,1.0,1.0,0.75,0.2,1.0,0.0,0.2,0.75,0.6000000000000001,0.75,0.75,0.75,0.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.5384615384615384,0.09153643190582504,0.4,0.2,0.2,0.0,0.8,0.6000000000000001,0.5,0.4,0.25,0.4,0.25,0.0,0.25,0.6000000000000001,0.02145593869731801,0.0328125,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.4358974358974359,0.041607469048102294,0.6000000000000001,0.8,0.0,0.75,0.6000000000000001,0.0,1.0,0.6000000000000001,0.5,0.2,0.0,1.0,0.75,0.6000000000000001,0.0030651340996168583,0.01015625,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.20512820512820512,0.16561802313781207,0.0,0.6000000000000001,0.0,0.0,0.2,0.0,0.0,0.2,1.0,0.2,0.0,0.0,0.25,0.2,0.0,0.00390625,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.5,0.07631418713212909,0.4,0.6000000000000001,0.4,0.5,0.2,0.6000000000000001,0.75,0.4,0.25,0.4,0.25,0.0,0.25,0.8,0.0,0.01015625,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5,0.050740815912319874,0.4,0.8,0.8,0.75,1.0,0.8,0.5,0.4,0.25,0.4,0.25,0.25,0.25,0.4,0.006896551724137931,0.004687500000000001,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.4487179487179487,0.02455855490156282,0.6000000000000001,0.4,0.4,0.25,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.0,0.6000000000000001,0.75,0.0,0.75,0.6000000000000001,0.052873563218390804,0.045312500000000006,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5897435897435898,0.48711183275827075,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.4,0.25,0.4,0.25,1.0,0.25,0.6000000000000001,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.4487179487179487,0.45017251877410186,0.4,0.4,0.4,0.25,0.6000000000000001,0.4,0.25,1.0,1.0,1.0,1.0,0.5,1.0,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.46153846153846145,0.7795818956768825,0.4,0.4,0.4,0.25,0.8,0.8,0.75,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.009195402298850575,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.3846153846153846,0.20215141059468236,0.2,0.6000000000000001,0.6000000000000001,0.5,0.2,0.2,0.0,0.2,0.75,0.6000000000000001,0.75,0.75,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.24358974358974356,0.026588187538055613,0.4,0.4,0.4,0.75,0.6000000000000001,0.4,0.5,0.6000000000000001,1.0,0.4,1.0,0.5,0.75,0.6000000000000001,0.0,0.0015625,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.4487179487179487,0.2707529937081388,0.4,0.4,0.4,0.25,1.0,1.0,1.0,0.8,0.75,0.8,0.75,0.5,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.6025641025641025,0.05053785264867059,0.8,0.2,0.2,0.0,0.8,0.8,0.75,0.8,1.0,0.8,0.25,0.25,0.75,0.8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.17948717948717946,0.13740612949056222,0.2,0.2,0.2,0.0,0.8,0.8,0.75,0.8,1.0,0.6000000000000001,1.0,1.0,1.0,0.8,0.01839080459770115,0.055468750000000004,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.41025641025641024,0.23097219403288005,0.2,0.2,0.2,0.0,0.6000000000000001,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0007662835249042146,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.7435897435897435,0.07103714227724782,0.6000000000000001,0.8,0.6000000000000001,0.25,0.4,0.8,1.0,0.4,0.25,0.6000000000000001,0.25,1.0,0.25,0.8,0.004597701149425287,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.6666666666666666,0.15790541911913944,0.4,0.6000000000000001,0.4,0.5,1.0,0.4,1.0,1.0,1.0,0.2,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.5384615384615384,0.05013192612137203,0.4,0.4,0.4,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.41025641025641024,0.1958595494215547,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,1.0,0.75,0.8,0.75,0.8,0.75,0.75,0.75,0.6000000000000001,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.14775725593667546,0.8,1.0,0.6000000000000001,0.0,0.2,0.6000000000000001,0.0,0.2,0.5,0.6000000000000001,1.0,0.75,1.0,0.2,0.0030651340996168583,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.5384615384615384,0.3643190582504567,0.4,0.4,0.4,0.25,1.0,0.8,0.75,0.8,0.75,0.8,0.75,0.75,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.3205128205128205,0.7582707529937082,0.8,0.8,0.8,0.75,0.6000000000000001,0.8,0.5,0.6000000000000001,0.75,1.0,0.75,1.0,1.0,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.34615384615384615,0.04302821189364725,0.8,1.0,0.8,0.5,0.8,0.8,0.75,0.8,0.75,0.2,1.0,0.5,0.25,0.8,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3974358974358974,0.048711183275827075,0.0,0.4,0.0,0.25,0.4,0.0,0.25,0.4,0.75,1.0,0.5,0.5,0.25,0.4,0.0,0.004687500000000001,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.21794871794871795,0.0623097219403288,0.8,0.8,0.8,0.75,0.8,0.8,1.0,0.8,0.25,0.6000000000000001,0.25,0.75,0.75,0.8,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.28205128205128205,0.03389486502942968,0.8,0.8,0.8,0.75,0.2,0.8,0.0,0.2,0.75,0.2,0.75,0.25,0.75,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6923076923076923,0.03714227724781815,0.6000000000000001,1.0,0.6000000000000001,0.75,0.6000000000000001,1.0,1.0,1.0,1.0,0.6000000000000001,1.0,1.0,1.0,0.8,0.020689655172413793,0.0203125,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.28205128205128205,0.15384615384615385,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.8,0.8,0.75,0.8,0.75,0.4,1.0,0.75,0.75,0.8,0.006896551724137931,0.004687500000000001,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.4871794871794871,0.3336716054394155,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,0.0015325670498084292,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.3205128205128205,0.6109194235843313,0.8,0.8,0.8,0.75,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.5,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.5,0.19261213720316622,0.4,1.0,0.4,1.0,1.0,1.0,0.75,0.8,0.75,0.4,0.75,1.0,0.75,1.0,0.0007662835249042146,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6538461538461539,0.12076314187132128,0.2,1.0,1.0,1.0,0.4,0.8,0.75,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.00625,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.423076923076923,0.03978079967525878,0.8,0.8,0.8,0.75,0.2,1.0,0.25,0.6000000000000001,0.5,0.8,0.5,0.75,0.5,0.8,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.5512820512820512,0.3432108788309316,0.2,0.4,0.4,0.25,0.6000000000000001,0.6000000000000001,0.25,0.2,0.0,0.2,0.0,0.5,0.0,0.4,0.030651340996168584,0.025781250000000002,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.6282051282051282,0.6781002638522428,0.6000000000000001,0.2,0.2,0.0,1.0,0.6000000000000001,0.5,0.6000000000000001,0.5,0.6000000000000001,0.5,0.25,0.5,0.8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.5384615384615384,0.40612949056220826,0.0,0.8,0.0,0.5,0.6000000000000001,1.0,0.5,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.019157088122605366,0.015625,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.24358974358974356,0.5841282727826264,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.8,0.8,0.75,0.8,1.0,1.0,1.0,0.5,1.0,0.8,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.24358974358974356,0.038968946620661665,0.6000000000000001,0.8,0.6000000000000001,0.75,1.0,0.6000000000000001,1.0,1.0,0.0,0.8,0.75,0.25,0.75,1.0,0.006130268199233717,0.00390625,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5256410256410257,0.03247412218388472,0.8,0.8,0.8,0.5,0.2,0.8,0.0,0.2,0.25,1.0,0.0,0.0,1.0,0.2,0.0022988505747126436,0.00078125,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.6153846153846153,0.03876598335701238,0.6000000000000001,0.4,0.4,0.25,1.0,0.6000000000000001,0.5,0.6000000000000001,0.5,0.6000000000000001,0.5,0.5,0.5,0.2,0.0,0.00703125,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2564102564102564,0.1246194438806576,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.75,1.0,0.6000000000000001,1.0,1.0,0.5,0.6000000000000001,0.5,0.5,0.5,1.0,0.017624521072796936,0.0125,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5256410256410257,0.34381976862187946,1.0,1.0,1.0,1.0,0.6000000000000001,0.8,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.8,0.020689655172413793,0.0203125,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.6025641025641025,0.08686827684189162,0.8,0.0,0.8,0.75,1.0,0.8,1.0,0.8,0.75,0.8,1.0,0.5,0.75,0.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.41025641025641024,0.19646843921250254,0.6000000000000001,0.4,0.4,0.5,0.8,0.4,0.75,0.8,1.0,1.0,0.5,0.75,0.75,0.8,0.0,0.01953125,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.4871794871794871,0.33773087071240104,0.2,0.2,0.2,0.0,0.8,1.0,0.75,0.8,0.75,0.8,0.75,0.5,0.75,0.6000000000000001,0.008429118773946361,0.025,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.4487179487179487,0.6269535214126243,0.2,0.8,0.2,0.0,0.8,0.8,1.0,0.6000000000000001,0.5,0.6000000000000001,0.5,1.0,0.5,0.8,0.0,0.0390625,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.7307692307692307,0.616602394966511,0.2,0.2,0.2,0.0,0.4,1.0,0.75,0.8,0.75,0.8,0.75,1.0,0.75,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.7435897435897435,0.11162979500710371,0.4,0.4,0.4,0.25,0.6000000000000001,0.6000000000000001,0.75,0.6000000000000001,0.5,0.4,0.5,0.25,0.5,0.8,0.013793103448275862,0.04453125,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.41025641025641024,0.07793789324132332,0.8,1.0,0.8,0.5,0.6000000000000001,0.8,0.5,0.6000000000000001,1.0,0.8,1.0,0.75,0.75,0.6000000000000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.24358974358974356,0.6896691698802516,0.6000000000000001,1.0,1.0,1.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.0,0.8,0.25,0.0,0.5,0.6000000000000001,0.08275862068965517,0.07187500000000001,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.5512820512820512,0.5337933833976051,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.75,0.8,0.75,0.8,0.75,1.0,0.75,0.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.24358974358974356,0.09458088086056424,0.4,0.8,0.4,0.0,0.2,0.4,0.0,0.2,1.0,1.0,1.0,0.75,0.5,0.2,0.0,0.01171875,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.6153846153846153,0.12908463568094175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.75,0.25,0.0,1.0,0.06666666666666667,0.055468750000000004,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.423076923076923,0.10026385224274406,0.8,0.6000000000000001,0.8,0.25,0.4,0.8,0.25,0.4,1.0,0.2,0.75,0.5,0.75,0.4,0.017624521072796936,0.015625,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.24358974358974356,0.05865638319464177,1.0,0.0,1.0,0.5,0.2,1.0,0.0,0.2,0.5,0.6000000000000001,0.75,0.75,1.0,0.2,0.010727969348659005,0.009375000000000001,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.6538461538461539,0.16338542723767,0.6000000000000001,1.0,0.6000000000000001,0.25,0.4,0.8,0.75,0.2,0.0,0.6000000000000001,0.0,0.75,0.0,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.5897435897435898,0.19261213720316622,0.4,0.2,0.4,0.25,0.2,0.4,0.0,0.2,0.25,0.8,0.5,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.5512820512820512,0.17779581895676883,0.4,1.0,0.4,0.25,0.6000000000000001,0.8,0.75,0.4,0.25,0.4,0.25,1.0,0.25,0.8,0.0628352490421456,0.055468750000000004,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
